"date","raw_year","raw_month","m_year","day_of_year","day_of_month","day_of_season","season"
"1958-12-14",1958,12,1959,349,14,14,"DJF"
"1958-12-15",1958,12,1959,350,15,15,"DJF"
"1958-12-16",1958,12,1959,351,16,16,"DJF"
"1958-12-17",1958,12,1959,352,17,17,"DJF"
"1958-12-18",1958,12,1959,353,18,18,"DJF"
"1958-12-19",1958,12,1959,354,19,19,"DJF"
"1958-12-20",1958,12,1959,355,20,20,"DJF"
"1958-12-21",1958,12,1959,356,21,21,"DJF"
"1958-12-22",1958,12,1959,357,22,22,"DJF"
"1958-12-23",1958,12,1959,358,23,23,"DJF"
"1958-12-24",1958,12,1959,359,24,24,"DJF"
"1958-12-25",1958,12,1959,360,25,25,"DJF"
"1958-12-26",1958,12,1959,361,26,26,"DJF"
"1958-12-27",1958,12,1959,362,27,27,"DJF"
"1958-12-28",1958,12,1959,363,28,28,"DJF"
"1958-12-29",1958,12,1959,364,29,29,"DJF"
"1958-12-30",1958,12,1959,365,30,30,"DJF"
"1958-12-31",1958,12,1959,366,31,31,"DJF"
"1959-01-01",1959,1,1959,1,1,32,"DJF"
"1959-01-02",1959,1,1959,2,2,33,"DJF"
"1959-01-03",1959,1,1959,3,3,34,"DJF"
"1959-01-04",1959,1,1959,4,4,35,"DJF"
"1959-01-05",1959,1,1959,5,5,36,"DJF"
"1959-01-06",1959,1,1959,6,6,37,"DJF"
"1959-01-07",1959,1,1959,7,7,38,"DJF"
"1959-01-08",1959,1,1959,8,8,39,"DJF"
"1959-01-09",1959,1,1959,9,9,40,"DJF"
"1959-01-10",1959,1,1959,10,10,41,"DJF"
"1959-01-11",1959,1,1959,11,11,42,"DJF"
"1959-01-12",1959,1,1959,12,12,43,"DJF"
"1959-01-13",1959,1,1959,13,13,44,"DJF"
"1959-01-14",1959,1,1959,14,14,45,"DJF"
"1959-01-15",1959,1,1959,15,15,46,"DJF"
"1959-01-16",1959,1,1959,16,16,47,"DJF"
"1959-01-17",1959,1,1959,17,17,48,"DJF"
"1959-01-18",1959,1,1959,18,18,49,"DJF"
"1959-01-19",1959,1,1959,19,19,50,"DJF"
"1959-01-20",1959,1,1959,20,20,51,"DJF"
"1959-01-21",1959,1,1959,21,21,52,"DJF"
"1959-01-22",1959,1,1959,22,22,53,"DJF"
"1959-01-23",1959,1,1959,23,23,54,"DJF"
"1959-01-24",1959,1,1959,24,24,55,"DJF"
"1959-01-25",1959,1,1959,25,25,56,"DJF"
"1959-01-26",1959,1,1959,26,26,57,"DJF"
"1959-01-27",1959,1,1959,27,27,58,"DJF"
"1959-01-28",1959,1,1959,28,28,59,"DJF"
"1959-01-29",1959,1,1959,29,29,60,"DJF"
"1959-01-30",1959,1,1959,30,30,61,"DJF"
"1959-01-31",1959,1,1959,31,31,62,"DJF"
"1959-02-01",1959,2,1959,32,1,63,"DJF"
"1959-02-02",1959,2,1959,33,2,64,"DJF"
"1959-02-03",1959,2,1959,34,3,65,"DJF"
"1959-02-04",1959,2,1959,35,4,66,"DJF"
"1959-02-05",1959,2,1959,36,5,67,"DJF"
"1959-02-06",1959,2,1959,37,6,68,"DJF"
"1959-02-07",1959,2,1959,38,7,69,"DJF"
"1959-02-08",1959,2,1959,39,8,70,"DJF"
"1959-02-09",1959,2,1959,40,9,71,"DJF"
"1959-02-10",1959,2,1959,41,10,72,"DJF"
"1959-02-11",1959,2,1959,42,11,73,"DJF"
"1959-02-12",1959,2,1959,43,12,74,"DJF"
"1959-02-13",1959,2,1959,44,13,75,"DJF"
"1959-02-14",1959,2,1959,45,14,76,"DJF"
"1959-02-15",1959,2,1959,46,15,77,"DJF"
"1959-02-16",1959,2,1959,47,16,78,"DJF"
"1959-02-17",1959,2,1959,48,17,79,"DJF"
"1959-02-18",1959,2,1959,49,18,80,"DJF"
"1959-02-19",1959,2,1959,50,19,81,"DJF"
"1959-02-20",1959,2,1959,51,20,82,"DJF"
"1959-02-21",1959,2,1959,52,21,83,"DJF"
"1959-02-22",1959,2,1959,53,22,84,"DJF"
"1959-02-23",1959,2,1959,54,23,85,"DJF"
"1959-02-24",1959,2,1959,55,24,86,"DJF"
"1959-02-25",1959,2,1959,56,25,87,"DJF"
"1959-02-26",1959,2,1959,57,26,88,"DJF"
"1959-02-27",1959,2,1959,58,27,89,"DJF"
"1959-02-28",1959,2,1959,59,28,90,"DJF"
"1959-03-01",1959,3,1959,61,1,1,"MAM"
"1959-03-02",1959,3,1959,62,2,2,"MAM"
"1959-03-03",1959,3,1959,63,3,3,"MAM"
"1959-03-04",1959,3,1959,64,4,4,"MAM"
"1959-03-05",1959,3,1959,65,5,5,"MAM"
"1959-03-06",1959,3,1959,66,6,6,"MAM"
"1959-03-07",1959,3,1959,67,7,7,"MAM"
"1959-03-08",1959,3,1959,68,8,8,"MAM"
"1959-03-09",1959,3,1959,69,9,9,"MAM"
"1959-03-10",1959,3,1959,70,10,10,"MAM"
"1959-03-11",1959,3,1959,71,11,11,"MAM"
"1959-03-12",1959,3,1959,72,12,12,"MAM"
"1959-03-13",1959,3,1959,73,13,13,"MAM"
"1959-03-14",1959,3,1959,74,14,14,"MAM"
"1959-03-15",1959,3,1959,75,15,15,"MAM"
"1959-03-16",1959,3,1959,76,16,16,"MAM"
"1959-03-17",1959,3,1959,77,17,17,"MAM"
"1959-03-18",1959,3,1959,78,18,18,"MAM"
"1959-03-19",1959,3,1959,79,19,19,"MAM"
"1959-03-20",1959,3,1959,80,20,20,"MAM"
"1959-03-21",1959,3,1959,81,21,21,"MAM"
"1959-03-22",1959,3,1959,82,22,22,"MAM"
"1959-03-23",1959,3,1959,83,23,23,"MAM"
"1959-03-24",1959,3,1959,84,24,24,"MAM"
"1959-03-25",1959,3,1959,85,25,25,"MAM"
"1959-03-26",1959,3,1959,86,26,26,"MAM"
"1959-03-27",1959,3,1959,87,27,27,"MAM"
"1959-03-28",1959,3,1959,88,28,28,"MAM"
"1959-03-29",1959,3,1959,89,29,29,"MAM"
"1959-03-30",1959,3,1959,90,30,30,"MAM"
"1959-03-31",1959,3,1959,91,31,31,"MAM"
"1959-04-01",1959,4,1959,92,1,32,"MAM"
"1959-04-02",1959,4,1959,93,2,33,"MAM"
"1959-04-03",1959,4,1959,94,3,34,"MAM"
"1959-04-04",1959,4,1959,95,4,35,"MAM"
"1959-04-05",1959,4,1959,96,5,36,"MAM"
"1959-04-06",1959,4,1959,97,6,37,"MAM"
"1959-04-07",1959,4,1959,98,7,38,"MAM"
"1959-04-08",1959,4,1959,99,8,39,"MAM"
"1959-04-09",1959,4,1959,100,9,40,"MAM"
"1959-04-10",1959,4,1959,101,10,41,"MAM"
"1959-04-11",1959,4,1959,102,11,42,"MAM"
"1959-04-12",1959,4,1959,103,12,43,"MAM"
"1959-04-13",1959,4,1959,104,13,44,"MAM"
"1959-04-14",1959,4,1959,105,14,45,"MAM"
"1959-04-15",1959,4,1959,106,15,46,"MAM"
"1959-04-16",1959,4,1959,107,16,47,"MAM"
"1959-04-17",1959,4,1959,108,17,48,"MAM"
"1959-04-18",1959,4,1959,109,18,49,"MAM"
"1959-04-19",1959,4,1959,110,19,50,"MAM"
"1959-04-20",1959,4,1959,111,20,51,"MAM"
"1959-04-21",1959,4,1959,112,21,52,"MAM"
"1959-04-22",1959,4,1959,113,22,53,"MAM"
"1959-04-23",1959,4,1959,114,23,54,"MAM"
"1959-04-24",1959,4,1959,115,24,55,"MAM"
"1959-04-25",1959,4,1959,116,25,56,"MAM"
"1959-04-26",1959,4,1959,117,26,57,"MAM"
"1959-04-27",1959,4,1959,118,27,58,"MAM"
"1959-04-28",1959,4,1959,119,28,59,"MAM"
"1959-04-29",1959,4,1959,120,29,60,"MAM"
"1959-04-30",1959,4,1959,121,30,61,"MAM"
"1959-05-01",1959,5,1959,122,1,62,"MAM"
"1959-05-02",1959,5,1959,123,2,63,"MAM"
"1959-05-03",1959,5,1959,124,3,64,"MAM"
"1959-05-04",1959,5,1959,125,4,65,"MAM"
"1959-05-05",1959,5,1959,126,5,66,"MAM"
"1959-05-06",1959,5,1959,127,6,67,"MAM"
"1959-05-07",1959,5,1959,128,7,68,"MAM"
"1959-05-08",1959,5,1959,129,8,69,"MAM"
"1959-05-09",1959,5,1959,130,9,70,"MAM"
"1959-05-10",1959,5,1959,131,10,71,"MAM"
"1959-05-11",1959,5,1959,132,11,72,"MAM"
"1959-05-12",1959,5,1959,133,12,73,"MAM"
"1959-05-13",1959,5,1959,134,13,74,"MAM"
"1959-05-14",1959,5,1959,135,14,75,"MAM"
"1959-05-15",1959,5,1959,136,15,76,"MAM"
"1959-05-16",1959,5,1959,137,16,77,"MAM"
"1959-05-17",1959,5,1959,138,17,78,"MAM"
"1959-05-18",1959,5,1959,139,18,79,"MAM"
"1959-05-19",1959,5,1959,140,19,80,"MAM"
"1959-05-20",1959,5,1959,141,20,81,"MAM"
"1959-05-21",1959,5,1959,142,21,82,"MAM"
"1959-05-22",1959,5,1959,143,22,83,"MAM"
"1959-05-23",1959,5,1959,144,23,84,"MAM"
"1959-05-24",1959,5,1959,145,24,85,"MAM"
"1959-05-25",1959,5,1959,146,25,86,"MAM"
"1959-05-26",1959,5,1959,147,26,87,"MAM"
"1959-05-27",1959,5,1959,148,27,88,"MAM"
"1959-05-28",1959,5,1959,149,28,89,"MAM"
"1959-05-29",1959,5,1959,150,29,90,"MAM"
"1959-05-30",1959,5,1959,151,30,91,"MAM"
"1959-05-31",1959,5,1959,152,31,92,"MAM"
"1959-06-01",1959,6,1959,153,1,1,"JJA"
"1959-06-02",1959,6,1959,154,2,2,"JJA"
"1959-06-03",1959,6,1959,155,3,3,"JJA"
"1959-06-04",1959,6,1959,156,4,4,"JJA"
"1959-06-05",1959,6,1959,157,5,5,"JJA"
"1959-06-06",1959,6,1959,158,6,6,"JJA"
"1959-06-07",1959,6,1959,159,7,7,"JJA"
"1959-06-08",1959,6,1959,160,8,8,"JJA"
"1959-06-09",1959,6,1959,161,9,9,"JJA"
"1959-06-10",1959,6,1959,162,10,10,"JJA"
"1959-06-11",1959,6,1959,163,11,11,"JJA"
"1959-06-12",1959,6,1959,164,12,12,"JJA"
"1959-06-13",1959,6,1959,165,13,13,"JJA"
"1959-06-14",1959,6,1959,166,14,14,"JJA"
"1959-06-15",1959,6,1959,167,15,15,"JJA"
"1959-06-16",1959,6,1959,168,16,16,"JJA"
"1959-06-17",1959,6,1959,169,17,17,"JJA"
"1959-06-18",1959,6,1959,170,18,18,"JJA"
"1959-06-19",1959,6,1959,171,19,19,"JJA"
"1959-06-20",1959,6,1959,172,20,20,"JJA"
"1959-06-21",1959,6,1959,173,21,21,"JJA"
"1959-06-22",1959,6,1959,174,22,22,"JJA"
"1959-06-23",1959,6,1959,175,23,23,"JJA"
"1959-06-24",1959,6,1959,176,24,24,"JJA"
"1959-06-25",1959,6,1959,177,25,25,"JJA"
"1959-06-26",1959,6,1959,178,26,26,"JJA"
"1959-06-27",1959,6,1959,179,27,27,"JJA"
"1959-06-28",1959,6,1959,180,28,28,"JJA"
"1959-06-29",1959,6,1959,181,29,29,"JJA"
"1959-06-30",1959,6,1959,182,30,30,"JJA"
"1959-07-01",1959,7,1959,183,1,31,"JJA"
"1959-07-02",1959,7,1959,184,2,32,"JJA"
"1959-07-03",1959,7,1959,185,3,33,"JJA"
"1959-07-04",1959,7,1959,186,4,34,"JJA"
"1959-07-05",1959,7,1959,187,5,35,"JJA"
"1959-07-06",1959,7,1959,188,6,36,"JJA"
"1959-07-07",1959,7,1959,189,7,37,"JJA"
"1959-07-08",1959,7,1959,190,8,38,"JJA"
"1959-07-09",1959,7,1959,191,9,39,"JJA"
"1959-07-10",1959,7,1959,192,10,40,"JJA"
"1959-07-11",1959,7,1959,193,11,41,"JJA"
"1959-07-12",1959,7,1959,194,12,42,"JJA"
"1959-07-13",1959,7,1959,195,13,43,"JJA"
"1959-07-14",1959,7,1959,196,14,44,"JJA"
"1959-07-15",1959,7,1959,197,15,45,"JJA"
"1959-07-16",1959,7,1959,198,16,46,"JJA"
"1959-07-17",1959,7,1959,199,17,47,"JJA"
"1959-07-18",1959,7,1959,200,18,48,"JJA"
"1959-07-19",1959,7,1959,201,19,49,"JJA"
"1959-07-20",1959,7,1959,202,20,50,"JJA"
"1959-07-21",1959,7,1959,203,21,51,"JJA"
"1959-07-22",1959,7,1959,204,22,52,"JJA"
"1959-07-23",1959,7,1959,205,23,53,"JJA"
"1959-07-24",1959,7,1959,206,24,54,"JJA"
"1959-07-25",1959,7,1959,207,25,55,"JJA"
"1959-07-26",1959,7,1959,208,26,56,"JJA"
"1959-07-27",1959,7,1959,209,27,57,"JJA"
"1959-07-28",1959,7,1959,210,28,58,"JJA"
"1959-07-29",1959,7,1959,211,29,59,"JJA"
"1959-07-30",1959,7,1959,212,30,60,"JJA"
"1959-07-31",1959,7,1959,213,31,61,"JJA"
"1959-08-01",1959,8,1959,214,1,62,"JJA"
"1959-08-02",1959,8,1959,215,2,63,"JJA"
"1959-08-03",1959,8,1959,216,3,64,"JJA"
"1959-08-04",1959,8,1959,217,4,65,"JJA"
"1959-08-05",1959,8,1959,218,5,66,"JJA"
"1959-08-06",1959,8,1959,219,6,67,"JJA"
"1959-08-07",1959,8,1959,220,7,68,"JJA"
"1959-08-08",1959,8,1959,221,8,69,"JJA"
"1959-08-09",1959,8,1959,222,9,70,"JJA"
"1959-08-10",1959,8,1959,223,10,71,"JJA"
"1959-08-11",1959,8,1959,224,11,72,"JJA"
"1959-08-12",1959,8,1959,225,12,73,"JJA"
"1959-08-13",1959,8,1959,226,13,74,"JJA"
"1959-08-14",1959,8,1959,227,14,75,"JJA"
"1959-08-15",1959,8,1959,228,15,76,"JJA"
"1959-08-16",1959,8,1959,229,16,77,"JJA"
"1959-08-17",1959,8,1959,230,17,78,"JJA"
"1959-08-18",1959,8,1959,231,18,79,"JJA"
"1959-08-19",1959,8,1959,232,19,80,"JJA"
"1959-08-20",1959,8,1959,233,20,81,"JJA"
"1959-08-21",1959,8,1959,234,21,82,"JJA"
"1959-08-22",1959,8,1959,235,22,83,"JJA"
"1959-08-23",1959,8,1959,236,23,84,"JJA"
"1959-08-24",1959,8,1959,237,24,85,"JJA"
"1959-08-25",1959,8,1959,238,25,86,"JJA"
"1959-08-26",1959,8,1959,239,26,87,"JJA"
"1959-08-27",1959,8,1959,240,27,88,"JJA"
"1959-08-28",1959,8,1959,241,28,89,"JJA"
"1959-08-29",1959,8,1959,242,29,90,"JJA"
"1959-08-30",1959,8,1959,243,30,91,"JJA"
"1959-08-31",1959,8,1959,244,31,92,"JJA"
"1959-09-01",1959,9,1959,245,1,1,"SON"
"1959-09-02",1959,9,1959,246,2,2,"SON"
"1959-09-03",1959,9,1959,247,3,3,"SON"
"1959-09-04",1959,9,1959,248,4,4,"SON"
"1959-09-05",1959,9,1959,249,5,5,"SON"
"1959-09-06",1959,9,1959,250,6,6,"SON"
"1959-09-07",1959,9,1959,251,7,7,"SON"
"1959-09-08",1959,9,1959,252,8,8,"SON"
"1959-09-09",1959,9,1959,253,9,9,"SON"
"1959-09-10",1959,9,1959,254,10,10,"SON"
"1959-09-11",1959,9,1959,255,11,11,"SON"
"1959-09-12",1959,9,1959,256,12,12,"SON"
"1959-09-13",1959,9,1959,257,13,13,"SON"
"1959-09-14",1959,9,1959,258,14,14,"SON"
"1959-09-15",1959,9,1959,259,15,15,"SON"
"1959-09-16",1959,9,1959,260,16,16,"SON"
"1959-09-17",1959,9,1959,261,17,17,"SON"
"1959-09-18",1959,9,1959,262,18,18,"SON"
"1959-09-19",1959,9,1959,263,19,19,"SON"
"1959-09-20",1959,9,1959,264,20,20,"SON"
"1959-09-21",1959,9,1959,265,21,21,"SON"
"1959-09-22",1959,9,1959,266,22,22,"SON"
"1959-09-23",1959,9,1959,267,23,23,"SON"
"1959-09-24",1959,9,1959,268,24,24,"SON"
"1959-09-25",1959,9,1959,269,25,25,"SON"
"1959-09-26",1959,9,1959,270,26,26,"SON"
"1959-09-27",1959,9,1959,271,27,27,"SON"
"1959-09-28",1959,9,1959,272,28,28,"SON"
"1959-09-29",1959,9,1959,273,29,29,"SON"
"1959-09-30",1959,9,1959,274,30,30,"SON"
"1959-10-01",1959,10,1959,275,1,31,"SON"
"1959-10-02",1959,10,1959,276,2,32,"SON"
"1959-10-03",1959,10,1959,277,3,33,"SON"
"1959-10-04",1959,10,1959,278,4,34,"SON"
"1959-10-05",1959,10,1959,279,5,35,"SON"
"1959-10-06",1959,10,1959,280,6,36,"SON"
"1959-10-07",1959,10,1959,281,7,37,"SON"
"1959-10-08",1959,10,1959,282,8,38,"SON"
"1959-10-09",1959,10,1959,283,9,39,"SON"
"1959-10-10",1959,10,1959,284,10,40,"SON"
"1959-10-11",1959,10,1959,285,11,41,"SON"
"1959-10-12",1959,10,1959,286,12,42,"SON"
"1959-10-13",1959,10,1959,287,13,43,"SON"
"1959-10-14",1959,10,1959,288,14,44,"SON"
"1959-10-15",1959,10,1959,289,15,45,"SON"
"1959-10-16",1959,10,1959,290,16,46,"SON"
"1959-10-17",1959,10,1959,291,17,47,"SON"
"1959-10-18",1959,10,1959,292,18,48,"SON"
"1959-10-19",1959,10,1959,293,19,49,"SON"
"1959-10-20",1959,10,1959,294,20,50,"SON"
"1959-10-21",1959,10,1959,295,21,51,"SON"
"1959-10-22",1959,10,1959,296,22,52,"SON"
"1959-10-23",1959,10,1959,297,23,53,"SON"
"1959-10-24",1959,10,1959,298,24,54,"SON"
"1959-10-25",1959,10,1959,299,25,55,"SON"
"1959-10-26",1959,10,1959,300,26,56,"SON"
"1959-10-27",1959,10,1959,301,27,57,"SON"
"1959-10-28",1959,10,1959,302,28,58,"SON"
"1959-10-29",1959,10,1959,303,29,59,"SON"
"1959-10-30",1959,10,1959,304,30,60,"SON"
"1959-10-31",1959,10,1959,305,31,61,"SON"
"1959-11-01",1959,11,1959,306,1,62,"SON"
"1959-11-02",1959,11,1959,307,2,63,"SON"
"1959-11-03",1959,11,1959,308,3,64,"SON"
"1959-11-04",1959,11,1959,309,4,65,"SON"
"1959-11-05",1959,11,1959,310,5,66,"SON"
"1959-11-06",1959,11,1959,311,6,67,"SON"
"1959-11-07",1959,11,1959,312,7,68,"SON"
"1959-11-08",1959,11,1959,313,8,69,"SON"
"1959-11-09",1959,11,1959,314,9,70,"SON"
"1959-11-10",1959,11,1959,315,10,71,"SON"
"1959-11-11",1959,11,1959,316,11,72,"SON"
"1959-11-12",1959,11,1959,317,12,73,"SON"
"1959-11-13",1959,11,1959,318,13,74,"SON"
"1959-11-14",1959,11,1959,319,14,75,"SON"
"1959-11-15",1959,11,1959,320,15,76,"SON"
"1959-11-16",1959,11,1959,321,16,77,"SON"
"1959-11-17",1959,11,1959,322,17,78,"SON"
"1959-11-18",1959,11,1959,323,18,79,"SON"
"1959-11-19",1959,11,1959,324,19,80,"SON"
"1959-11-20",1959,11,1959,325,20,81,"SON"
"1959-11-21",1959,11,1959,326,21,82,"SON"
"1959-11-22",1959,11,1959,327,22,83,"SON"
"1959-11-23",1959,11,1959,328,23,84,"SON"
"1959-11-24",1959,11,1959,329,24,85,"SON"
"1959-11-25",1959,11,1959,330,25,86,"SON"
"1959-11-26",1959,11,1959,331,26,87,"SON"
"1959-11-27",1959,11,1959,332,27,88,"SON"
"1959-11-28",1959,11,1959,333,28,89,"SON"
"1959-11-29",1959,11,1959,334,29,90,"SON"
"1959-11-30",1959,11,1959,335,30,91,"SON"
"1959-12-01",1959,12,1960,336,1,1,"DJF"
"1959-12-02",1959,12,1960,337,2,2,"DJF"
"1959-12-03",1959,12,1960,338,3,3,"DJF"
"1959-12-04",1959,12,1960,339,4,4,"DJF"
"1959-12-05",1959,12,1960,340,5,5,"DJF"
"1959-12-06",1959,12,1960,341,6,6,"DJF"
"1959-12-07",1959,12,1960,342,7,7,"DJF"
"1959-12-08",1959,12,1960,343,8,8,"DJF"
"1959-12-09",1959,12,1960,344,9,9,"DJF"
"1959-12-10",1959,12,1960,345,10,10,"DJF"
"1959-12-11",1959,12,1960,346,11,11,"DJF"
"1959-12-12",1959,12,1960,347,12,12,"DJF"
"1959-12-13",1959,12,1960,348,13,13,"DJF"
"1959-12-14",1959,12,1960,349,14,14,"DJF"
"1959-12-15",1959,12,1960,350,15,15,"DJF"
"1959-12-16",1959,12,1960,351,16,16,"DJF"
"1959-12-17",1959,12,1960,352,17,17,"DJF"
"1959-12-18",1959,12,1960,353,18,18,"DJF"
"1959-12-19",1959,12,1960,354,19,19,"DJF"
"1959-12-20",1959,12,1960,355,20,20,"DJF"
"1959-12-21",1959,12,1960,356,21,21,"DJF"
"1959-12-22",1959,12,1960,357,22,22,"DJF"
"1959-12-23",1959,12,1960,358,23,23,"DJF"
"1959-12-24",1959,12,1960,359,24,24,"DJF"
"1959-12-25",1959,12,1960,360,25,25,"DJF"
"1959-12-26",1959,12,1960,361,26,26,"DJF"
"1959-12-27",1959,12,1960,362,27,27,"DJF"
"1959-12-28",1959,12,1960,363,28,28,"DJF"
"1959-12-29",1959,12,1960,364,29,29,"DJF"
"1959-12-30",1959,12,1960,365,30,30,"DJF"
"1959-12-31",1959,12,1960,366,31,31,"DJF"
"1960-01-01",1960,1,1960,1,1,32,"DJF"
"1960-01-02",1960,1,1960,2,2,33,"DJF"
"1960-01-03",1960,1,1960,3,3,34,"DJF"
"1960-01-04",1960,1,1960,4,4,35,"DJF"
"1960-01-05",1960,1,1960,5,5,36,"DJF"
"1960-01-06",1960,1,1960,6,6,37,"DJF"
"1960-01-07",1960,1,1960,7,7,38,"DJF"
"1960-01-08",1960,1,1960,8,8,39,"DJF"
"1960-01-09",1960,1,1960,9,9,40,"DJF"
"1960-01-10",1960,1,1960,10,10,41,"DJF"
"1960-01-11",1960,1,1960,11,11,42,"DJF"
"1960-01-12",1960,1,1960,12,12,43,"DJF"
"1960-01-13",1960,1,1960,13,13,44,"DJF"
"1960-01-14",1960,1,1960,14,14,45,"DJF"
"1960-01-15",1960,1,1960,15,15,46,"DJF"
"1960-01-16",1960,1,1960,16,16,47,"DJF"
"1960-01-17",1960,1,1960,17,17,48,"DJF"
"1960-01-18",1960,1,1960,18,18,49,"DJF"
"1960-01-19",1960,1,1960,19,19,50,"DJF"
"1960-01-20",1960,1,1960,20,20,51,"DJF"
"1960-01-21",1960,1,1960,21,21,52,"DJF"
"1960-01-22",1960,1,1960,22,22,53,"DJF"
"1960-01-23",1960,1,1960,23,23,54,"DJF"
"1960-01-24",1960,1,1960,24,24,55,"DJF"
"1960-01-25",1960,1,1960,25,25,56,"DJF"
"1960-01-26",1960,1,1960,26,26,57,"DJF"
"1960-01-27",1960,1,1960,27,27,58,"DJF"
"1960-01-28",1960,1,1960,28,28,59,"DJF"
"1960-01-29",1960,1,1960,29,29,60,"DJF"
"1960-01-30",1960,1,1960,30,30,61,"DJF"
"1960-01-31",1960,1,1960,31,31,62,"DJF"
"1960-02-01",1960,2,1960,32,1,63,"DJF"
"1960-02-02",1960,2,1960,33,2,64,"DJF"
"1960-02-03",1960,2,1960,34,3,65,"DJF"
"1960-02-04",1960,2,1960,35,4,66,"DJF"
"1960-02-05",1960,2,1960,36,5,67,"DJF"
"1960-02-06",1960,2,1960,37,6,68,"DJF"
"1960-02-07",1960,2,1960,38,7,69,"DJF"
"1960-02-08",1960,2,1960,39,8,70,"DJF"
"1960-02-09",1960,2,1960,40,9,71,"DJF"
"1960-02-10",1960,2,1960,41,10,72,"DJF"
"1960-02-11",1960,2,1960,42,11,73,"DJF"
"1960-02-12",1960,2,1960,43,12,74,"DJF"
"1960-02-13",1960,2,1960,44,13,75,"DJF"
"1960-02-14",1960,2,1960,45,14,76,"DJF"
"1960-02-15",1960,2,1960,46,15,77,"DJF"
"1960-02-16",1960,2,1960,47,16,78,"DJF"
"1960-02-17",1960,2,1960,48,17,79,"DJF"
"1960-02-18",1960,2,1960,49,18,80,"DJF"
"1960-02-19",1960,2,1960,50,19,81,"DJF"
"1960-02-20",1960,2,1960,51,20,82,"DJF"
"1960-02-21",1960,2,1960,52,21,83,"DJF"
"1960-02-22",1960,2,1960,53,22,84,"DJF"
"1960-02-23",1960,2,1960,54,23,85,"DJF"
"1960-02-24",1960,2,1960,55,24,86,"DJF"
"1960-02-25",1960,2,1960,56,25,87,"DJF"
"1960-02-26",1960,2,1960,57,26,88,"DJF"
"1960-02-27",1960,2,1960,58,27,89,"DJF"
"1960-02-28",1960,2,1960,59,28,90,"DJF"
"1960-02-29",1960,2,1960,60,29,91,"DJF"
"1960-03-01",1960,3,1960,61,1,1,"MAM"
"1960-03-02",1960,3,1960,62,2,2,"MAM"
"1960-03-03",1960,3,1960,63,3,3,"MAM"
"1960-03-04",1960,3,1960,64,4,4,"MAM"
"1960-03-05",1960,3,1960,65,5,5,"MAM"
"1960-03-06",1960,3,1960,66,6,6,"MAM"
"1960-03-07",1960,3,1960,67,7,7,"MAM"
"1960-03-08",1960,3,1960,68,8,8,"MAM"
"1960-03-09",1960,3,1960,69,9,9,"MAM"
"1960-03-10",1960,3,1960,70,10,10,"MAM"
"1960-03-11",1960,3,1960,71,11,11,"MAM"
"1960-03-12",1960,3,1960,72,12,12,"MAM"
"1960-03-13",1960,3,1960,73,13,13,"MAM"
"1960-03-14",1960,3,1960,74,14,14,"MAM"
"1960-03-15",1960,3,1960,75,15,15,"MAM"
"1960-03-16",1960,3,1960,76,16,16,"MAM"
"1960-03-17",1960,3,1960,77,17,17,"MAM"
"1960-03-18",1960,3,1960,78,18,18,"MAM"
"1960-03-19",1960,3,1960,79,19,19,"MAM"
"1960-03-20",1960,3,1960,80,20,20,"MAM"
"1960-03-21",1960,3,1960,81,21,21,"MAM"
"1960-03-22",1960,3,1960,82,22,22,"MAM"
"1960-03-23",1960,3,1960,83,23,23,"MAM"
"1960-03-24",1960,3,1960,84,24,24,"MAM"
"1960-03-25",1960,3,1960,85,25,25,"MAM"
"1960-03-26",1960,3,1960,86,26,26,"MAM"
"1960-03-27",1960,3,1960,87,27,27,"MAM"
"1960-03-28",1960,3,1960,88,28,28,"MAM"
"1960-03-29",1960,3,1960,89,29,29,"MAM"
"1960-03-30",1960,3,1960,90,30,30,"MAM"
"1960-03-31",1960,3,1960,91,31,31,"MAM"
"1960-04-01",1960,4,1960,92,1,32,"MAM"
"1960-04-02",1960,4,1960,93,2,33,"MAM"
"1960-04-03",1960,4,1960,94,3,34,"MAM"
"1960-04-04",1960,4,1960,95,4,35,"MAM"
"1960-04-05",1960,4,1960,96,5,36,"MAM"
"1960-04-06",1960,4,1960,97,6,37,"MAM"
"1960-04-07",1960,4,1960,98,7,38,"MAM"
"1960-04-08",1960,4,1960,99,8,39,"MAM"
"1960-04-09",1960,4,1960,100,9,40,"MAM"
"1960-04-10",1960,4,1960,101,10,41,"MAM"
"1960-04-11",1960,4,1960,102,11,42,"MAM"
"1960-04-12",1960,4,1960,103,12,43,"MAM"
"1960-04-13",1960,4,1960,104,13,44,"MAM"
"1960-04-14",1960,4,1960,105,14,45,"MAM"
"1960-04-15",1960,4,1960,106,15,46,"MAM"
"1960-04-16",1960,4,1960,107,16,47,"MAM"
"1960-04-17",1960,4,1960,108,17,48,"MAM"
"1960-04-18",1960,4,1960,109,18,49,"MAM"
"1960-04-19",1960,4,1960,110,19,50,"MAM"
"1960-04-20",1960,4,1960,111,20,51,"MAM"
"1960-04-21",1960,4,1960,112,21,52,"MAM"
"1960-04-22",1960,4,1960,113,22,53,"MAM"
"1960-04-23",1960,4,1960,114,23,54,"MAM"
"1960-04-24",1960,4,1960,115,24,55,"MAM"
"1960-04-25",1960,4,1960,116,25,56,"MAM"
"1960-04-26",1960,4,1960,117,26,57,"MAM"
"1960-04-27",1960,4,1960,118,27,58,"MAM"
